term	genes_in_set	total_genes_in_set	genes_in_universe	total_genes_in_universe	pvalue	adj_pvalue
glycolysis / gluconeogenesis	4	274	37	5893	0.09093991168720691	0.831765449643163
glyoxylate and dicarboxylate metabolism	6	274	57	5893	0.04767843904271442	0.7765126384837373
histidine metabolism	0	274	23	5893	1.0	1.0
homologous recombination	2	274	24	5893	0.3077995827847199	1.0
inositol phosphate metabolism	0	274	7	5893	1.0	1.0
limonene and pinene degradation	0	274	7	5893	1.0	1.0
lipoic acid metabolism	0	274	2	5893	1.0	1.0
lipopolysaccharide biosynthesis	0	274	22	5893	1.0	1.0
lysine biosynthesis	0	274	15	5893	1.0	1.0
lysine degradation	1	274	19	5893	0.595877166795728	1.0
metabolic pathways	40	274	800	5893	0.3327477126434649	1.0
methane metabolism	3	274	26	5893	0.1178334386994481	0.831765449643163
microbial metabolism in diverse environments	17	274	264	5893	0.10656573082821216	0.831765449643163
mismatch repair	2	274	19	5893	0.22025433699804375	0.8525974335408144
monobactam biosynthesis	0	274	9	5893	1.0	1.0
naphthalene degradation	0	274	2	5893	1.0	1.0
nicotinate and nicotinamide metabolism	2	274	21	5893	0.2552369687314766	0.9571386327430373
nitrogen metabolism	1	274	36	5893	0.8207992181481383	1.0
nitrotoluene degradation	0	274	2	5893	1.0	1.0
non-homologous end-joining	0	274	2	5893	1.0	1.0
novobiocin biosynthesis	0	274	5	5893	1.0	1.0
nucleotide excision repair	0	274	8	5893	1.0	1.0
one carbon pool by folate	2	274	18	5893	0.2029126865938996	0.8476314157854581
oxidative phosphorylation	1	274	55	5893	0.927993459893002	1.0
pantothenate and coa biosynthesis	0	274	22	5893	1.0	1.0
pentose and glucuronate interconversions	0	274	7	5893	1.0	1.0
pentose phosphate pathway	3	274	26	5893	0.1178334386994481	0.831765449643163
peptidoglycan biosynthesis	0	274	21	5893	1.0	1.0
phenylalanine metabolism	3	274	25	5893	0.10775440106197993	0.831765449643163
phenylalanine, tyrosine and tryptophan biosynthesis	1	274	30	5893	0.7611588716000296	1.0
phosphonate and phosphinate metabolism	0	274	10	5893	1.0	1.0
phosphotransferase system (pts)	1	274	5	5893	0.21190785394636452	0.8476314157854581
polyketide sugar unit biosynthesis	1	274	5	5893	0.21190785394636452	0.8476314157854581
porphyrin and chlorophyll metabolism	0	274	43	5893	1.0	1.0
propanoate metabolism	3	274	48	5893	0.3874540170013182	1.0
protein export	1	274	17	5893	0.5553744965283016	1.0
purine metabolism	6	274	79	5893	0.16023623092143904	0.8476314157854581
pyrimidine metabolism	1	274	47	5893	0.8942559482156808	1.0
pyruvate metabolism	6	274	62	5893	0.06684040301731638	0.831765449643163
quorum sensing	7	274	101	5893	0.18896066135380785	0.8476314157854581
riboflavin metabolism	0	274	10	5893	1.0	1.0
ribosome	1	274	55	5893	0.927993459893002	1.0
rna degradation	0	274	16	5893	1.0	1.0
rna polymerase	0	274	4	5893	1.0	1.0
selenocompound metabolism	1	274	10	5893	0.37903944130661577	1.0
sphingolipid metabolism	0	274	2	5893	1.0	1.0
starch and sucrose metabolism	1	274	16	5893	0.5336312539904398	1.0
streptomycin biosynthesis	1	274	8	5893	0.3169067129540863	1.0
styrene degradation	3	274	11	5893	0.012421188223377764	0.3726356467013329
sulfur metabolism	1	274	49	5893	0.9039368359746195	1.0
sulfur relay system	0	274	18	5893	1.0	1.0
synthesis and degradation of ketone bodies	2	274	10	5893	0.07575389214182571	0.831765449643163
taurine and hypotaurine metabolism	1	274	9	5893	0.34871088638930825	1.0
terpenoid backbone biosynthesis	1	274	16	5893	0.5336312539904398	1.0
thiamine metabolism	0	274	13	5893	1.0	1.0
toluene degradation	0	274	3	5893	1.0	1.0
tryptophan metabolism	3	274	26	5893	0.1178334386994481	0.831765449643163
two-component system	15	274	204	5893	0.051767509232249154	0.7765126384837373
tyrosine metabolism	4	274	27	5893	0.034516601013405	0.7765126384837373
ubiquinone and other terpenoid-quinone biosynthesis	3	274	17	5893	0.04168457159635698	0.7765126384837373
valine, leucine and isoleucine biosynthesis	0	274	19	5893	1.0	1.0
valine, leucine and isoleucine degradation	1	274	47	5893	0.8942559482156808	1.0
vancomycin resistance	1	274	9	5893	0.34871088638930825	1.0
vitamin b6 metabolism	0	274	9	5893	1.0	1.0
xylene degradation	0	274	5	5893	1.0	1.0
